movieId,title,release_year,item_age_years,is_new_release,num_genres,primary_genre,genre_no_genres_listed,genre_action,genre_adventure,genre_animation,genre_children,genre_comedy,genre_crime,genre_documentary,genre_drama,genre_fantasy,genre_film_noir,genre_horror,genre_imax,genre_musical,genre_mystery,genre_romance,genre_sci_fi,genre_thriller,genre_war,genre_western,num_ratings,avg_rating,median_rating,rating_std,popularity_percentile,recent_avg_rating,rating_trend,num_tags,top_tag,imdb_id,tmdb_id,feature_version,computed_at
2538,Dancemaker (1998),1998.0,20.0,False,1,Documentary,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1.0,0.0,0.1787620611784028,1.0,0.0,0,,175550,113286.0,20260720103410,2026-07-20T10:34:10.604849
2539,Analyze This (1999),1999.0,19.0,False,1,Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,3.095744680851064,3.0,0.8316974384036412,0.9505748306302607,3.090909090909091,-0.004835589941972973,0,,122933,9535.0,20260720103410,2026-07-20T10:34:10.604849
2540,"Corruptor, The (1999)",1999.0,19.0,False,4,Action,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,3,2.5,2.5,0.5,0.5299219872716074,2.5,0.0,0,,142192,9455.0,20260720103410,2026-07-20T10:34:10.604849
2541,Cruel Intentions (1999),1999.0,19.0,False,1,Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40,3.225,3.5,0.9537375868735511,0.9356908232395812,3.5,0.2749999999999999,0,,139134,796.0,20260720103410,2026-07-20T10:34:10.604849
2542,"Lock, Stock & Two Smoking Barrels (1998)",1998.0,20.0,False,3,Comedy,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,67,4.052238805970149,4.0,0.879627712049031,0.9718230342845412,4.21875,0.1665111940298507,0,,120735,100.0,20260720103410,2026-07-20T10:34:10.604849
2544,"School of Flesh, The (École de la chair, L') (1998)",1998.0,20.0,False,2,Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,3.0,3.0,0.0,0.1787620611784028,3.0,0.0,0,,157208,77936.0,20260720103410,2026-07-20T10:34:10.604849
2546,"Deep End of the Ocean, The (1999)",1999.0,19.0,False,1,Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3.25,3.25,1.0606601717798212,0.42224389242455346,3.25,0.0,0,,120646,30943.0,20260720103410,2026-07-20T10:34:10.604849
2548,"Rage: Carrie 2, The (1999)",1999.0,19.0,False,1,Horror,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,1.8333333333333333,2.0,0.408248290463863,0.6809690002052966,2.0,0.16666666666666674,0,,144814,7341.0,20260720103410,2026-07-20T10:34:10.604849
2549,Wing Commander (1999),1999.0,19.0,False,2,Action,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,2.9166666666666665,3.0,0.6645800679125629,0.6809690002052966,2.5,-0.4166666666666665,0,,131646,10350.0,20260720103410,2026-07-20T10:34:10.604849
2550,"Haunting, The (1963)",1963.0,55.0,False,2,Horror,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7,4.0,4.0,0.816496580927726,0.71160952576473,3.0,-1.0,1,ghosts,57129,11772.0,20260720103410,2026-07-20T10:34:10.604849
2551,Dead Ringers (1988),1988.0,30.0,False,3,Drama,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,8,3.6875,4.0,0.9613049166924837,0.7376822007801273,3.0,-0.6875,0,,94964,9540.0,20260720103410,2026-07-20T10:34:10.604849
2552,My Boyfriend's Back (1993),1993.0,25.0,False,1,Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.5,1.5,0.7071067811865476,0.42224389242455346,1.5,0.0,0,,107626,31503.0,20260720103410,2026-07-20T10:34:10.604849
2553,Village of the Damned (1960),1960.0,58.0,False,3,Horror,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,6,3.0833333333333335,3.25,0.9174239296348589,0.6809690002052966,3.0,-0.08333333333333348,1,evil children,54443,11773.0,20260720103410,2026-07-20T10:34:10.604849
2554,Children of the Damned (1963),1963.0,55.0,False,3,Horror,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,3,3.1666666666666665,3.5,1.0408329997330665,0.5299219872716074,3.1666666666666665,0.0,1,evil children,56931,30202.0,20260720103410,2026-07-20T10:34:10.604849
2555,Baby Geniuses (1999),1999.0,19.0,False,1,Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.6666666666666667,2.0,0.5773502691896257,0.5299219872716074,1.6666666666666667,0.0,0,,118665,22345.0,20260720103410,2026-07-20T10:34:10.604849
2557,I Stand Alone (Seul contre tous) (1998),1998.0,20.0,False,2,Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,4.5,4.5,0.0,0.1787620611784028,4.5,0.0,0,,157016,1567.0,20260720103410,2026-07-20T10:34:10.604849
2558,Forces of Nature (1999),1999.0,19.0,False,2,Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,2.3333333333333335,2.0,1.0,0.7583145144734141,2.0,-0.3333333333333335,0,,141098,1641.0,20260720103410,2026-07-20T10:34:10.604849
2559,"King and I, The (1999)",1999.0,19.0,False,2,Animation,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,3.0,0.0,0.1787620611784028,3.0,0.0,0,,160429,47288.0,20260720103410,2026-07-20T10:34:10.604849
2560,Ravenous (1999),1999.0,19.0,False,2,Horror,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,8,3.0,3.0,0.9636241116594315,0.7376822007801273,3.0,0.0,0,,129332,10212.0,20260720103410,2026-07-20T10:34:10.604849
2561,True Crime (1999),1999.0,19.0,False,2,Crime,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,2.75,3.0,0.5,0.5981831246150687,3.0,0.25,0,,139668,10354.0,20260720103410,2026-07-20T10:34:10.604849
2563,Dangerous Beauty (1998),1998.0,20.0,False,1,Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,4.166666666666667,4.5,1.0408329997330665,0.5299219872716074,4.166666666666667,0.0,0,,118892,8583.0,20260720103410,2026-07-20T10:34:10.604849
2565,"King and I, The (1956)",1956.0,62.0,False,3,Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,12,4.166666666666667,4.0,0.6513389472789296,0.8041983165674399,3.6666666666666665,-0.5000000000000004,1,Siam,49408,16520.0,20260720103410,2026-07-20T10:34:10.604849
2566,Doug's 1st Movie (1999),1999.0,19.0,False,2,Animation,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.0,2.0,1.4142135623730951,0.42224389242455346,2.0,0.0,0,,187819,16508.0,20260720103410,2026-07-20T10:34:10.604849
2567,EDtv (1999),1999.0,19.0,False,1,Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2.973684210526316,3.0,0.7541309238404149,0.8641449394374872,3.0,0.02631578947368407,0,,131369,11374.0,20260720103410,2026-07-20T10:34:10.604849
2568,"Mod Squad, The (1999)",1999.0,19.0,False,2,Action,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3.1875,3.5,1.412634317254722,0.7376822007801273,4.75,1.5625,0,,120757,16379.0,20260720103410,2026-07-20T10:34:10.604849
2570,"Walk on the Moon, A (1999)",1999.0,19.0,False,2,Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5,3.2,3.0,0.4472135954999579,0.6449907616505851,3.0,-0.20000000000000018,0,,120613,28029.0,20260720103410,2026-07-20T10:34:10.604849
2571,"Matrix, The (1999)",1999.0,19.0,False,3,Action,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,278,4.192446043165468,4.5,0.9752425167066034,0.9995894066926709,4.086956521739131,-0.10548952142633716,5,alternate universe,133093,603.0,20260720103410,2026-07-20T10:34:10.604849
2572,10 Things I Hate About You (1999),1999.0,19.0,False,2,Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,54,3.5277777777777777,3.5,1.047983988547331,0.9592486142475878,3.5,-0.02777777777777768,1,Shakespeare sort of,147800,4951.0,20260720103410,2026-07-20T10:34:10.604849
2573,Tango (1998),1998.0,20.0,False,2,Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1.0,1.0,0.0,0.1787620611784028,1.0,0.0,0,,120274,65749.0,20260720103410,2026-07-20T10:34:10.604849
2574,"Out-of-Towners, The (1999)",1999.0,19.0,False,1,Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2.0,2.0,0.8944271909999159,0.6809690002052966,2.0,0.0,0,,129280,8970.0,20260720103410,2026-07-20T10:34:10.604849
2575,"Dreamlife of Angels, The (Vie rêvée des anges, La) (1998)",1998.0,20.0,False,1,Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,3.75,3.5,0.9574271077563381,0.5981831246150687,3.0,-0.75,0,,120449,9840.0,20260720103410,2026-07-20T10:34:10.604849
2577,Metroland (1997),1997.0,21.0,False,2,Comedy,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3.0,3.0,0.0,0.1787620611784028,3.0,0.0,0,,119665,30950.0,20260720103410,2026-07-20T10:34:10.604849
2579,Following (1998),1998.0,20.0,False,3,Crime,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,6,3.8333333333333335,4.0,0.25819888974716115,0.6809690002052966,4.0,0.16666666666666652,7,black and white,154506,11660.0,20260720103410,2026-07-20T10:34:10.604849
2580,Go (1999),1999.0,19.0,False,2,Comedy,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,39,3.9615384615384617,4.0,0.8061002238246822,0.9330219667419422,3.7777777777777777,-0.183760683760684,0,,139239,9430.0,20260720103410,2026-07-20T10:34:10.604849
2581,Never Been Kissed (1999),1999.0,19.0,False,2,Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,36,2.9583333333333335,3.0,1.0781929326423911,0.9265551221515089,3.4444444444444446,0.48611111111111116,1,high school,151738,11355.0,20260720103410,2026-07-20T10:34:10.604849
2582,Twin Dragons (Shuang long hui) (1992),1992.0,26.0,False,2,Action,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3.0,2.5,1.8027756377319946,0.5299219872716074,3.0,0.0,0,,105399,18764.0,20260720103410,2026-07-20T10:34:10.604849
2583,Cookie's Fortune (1999),1999.0,19.0,False,2,Comedy,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,3.875,4.0,0.956437518750037,0.8041983165674399,3.5,-0.375,1,southern US,126250,9465.0,20260720103410,2026-07-20T10:34:10.604849
2585,"Lovers of the Arctic Circle, The (Los Amantes del Círculo Polar) (1998)",1998.0,20.0,False,2,Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,4.25,4.25,0.3535533905932738,0.42224389242455346,4.25,0.0,0,,133363,1414.0,20260720103410,2026-07-20T10:34:10.604849
2586,Goodbye Lover (1999),1999.0,19.0,False,3,Comedy,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1.75,1.75,1.7677669529663689,0.42224389242455346,1.75,0.0,0,,119219,49981.0,20260720103410,2026-07-20T10:34:10.604849
2587,Life (1999),1999.0,19.0,False,3,Comedy,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,3.25,3.5,0.9574271077563381,0.5981831246150687,3.0,-0.25,0,,123964,6522.0,20260720103410,2026-07-20T10:34:10.604849
2589,Friends & Lovers (1999),1999.0,19.0,False,3,Comedy,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,3.5,3.5,0.0,0.1787620611784028,3.5,0.0,0,,143261,114719.0,20260720103410,2026-07-20T10:34:10.604849
2590,Hideous Kinky (1998),1998.0,20.0,False,1,Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2.5,2.5,0.0,0.1787620611784028,2.5,0.0,0,,136244,10209.0,20260720103410,2026-07-20T10:34:10.604849
2593,"Monster, The (Mostro, Il) (1994)",1994.0,24.0,False,1,Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3.375,3.25,0.478713553878169,0.5981831246150687,3.0,-0.375,0,,110570,22826.0,20260720103410,2026-07-20T10:34:10.604849
2594,Open Your Eyes (Abre los ojos) (1997),1997.0,21.0,False,4,Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,10,3.75,4.0,0.754615428178118,0.7747382467665777,3.25,-0.5,0,,125659,1902.0,20260720103410,2026-07-20T10:34:10.604849
2596,SLC Punk! (1998),1998.0,20.0,False,2,Comedy,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,3.7916666666666665,4.0,0.864931246172816,0.8041983165674399,3.5,-0.2916666666666665,0,,133189,6396.0,20260720103410,2026-07-20T10:34:10.604849
2597,Lost & Found (1999),1999.0,19.0,False,2,Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2.75,2.75,0.3535533905932738,0.42224389242455346,2.75,0.0,0,,120836,39964.0,20260720103410,2026-07-20T10:34:10.604849
2598,Pushing Tin (1999),1999.0,19.0,False,1,Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2.84,3.0,1.0380269746013346,0.894220899199343,3.25,0.41000000000000014,1,golfing,120797,12596.0,20260720103410,2026-07-20T10:34:10.604849
2599,Election (1999),1999.0,19.0,False,1,Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,3.6607142857142856,4.0,1.0664603425996029,0.9612502566208171,3.0714285714285716,-0.589285714285714,0,,126886,9451.0,20260720103410,2026-07-20T10:34:10.604849
2600,eXistenZ (1999),1999.0,19.0,False,3,Action,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,22,3.8636363636363638,4.0,0.8044788046842173,0.8814925066721413,3.8,-0.06363636363636394,1,virtual reality,120907,1946.0,20260720103410,2026-07-20T10:34:10.604849
2605,Entrapment (1999),1999.0,19.0,False,2,Crime,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,43,2.988372093023256,3.0,0.935340351174903,0.9424656128105112,3.3,0.31162790697674403,0,,137494,1844.0,20260720103410,2026-07-20T10:34:10.604849
2606,Idle Hands (1999),1999.0,19.0,False,2,Comedy,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,2.566666666666667,2.5,0.9232447954800246,0.8346848696366249,2.5,-0.06666666666666687,0,,138510,6552.0,20260720103410,2026-07-20T10:34:10.604849
2607,Get Real (1998),1998.0,20.0,False,2,Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,4.0,4.0,0.7071067811865476,0.42224389242455346,4.0,0.0,0,,162973,24584.0,20260720103410,2026-07-20T10:34:10.604849
2609,"King of Masks, The (Bian Lian) (1996)",1996.0,22.0,False,1,Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4.0,4.0,0.0,0.1787620611784028,4.0,0.0,0,,115669,25471.0,20260720103410,2026-07-20T10:34:10.604849
2611,"Winslow Boy, The (1999)",1999.0,19.0,False,1,Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3.0,3.0,0.0,0.1787620611784028,3.0,0.0,0,,155388,28519.0,20260720103410,2026-07-20T10:34:10.604849
2612,Mildred Pierce (1945),1945.0,73.0,False,2,Drama,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,4.0,4.0,0.0,0.1787620611784028,4.0,0.0,1,motherhood,37913,3309.0,20260720103410,2026-07-20T10:34:10.604849
2613,Night of the Comet (1984),1984.0,34.0,False,3,Comedy,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,8,2.875,2.5,1.3562026818605375,0.7376822007801273,3.5,0.625,0,,87799,18462.0,20260720103410,2026-07-20T10:34:10.604849
2614,Chopping Mall (a.k.a. Killbots) (1986),1986.0,32.0,False,3,Action,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,1.0,1.0,0.0,0.42224389242455346,1.0,0.0,0,,90837,28941.0,20260720103410,2026-07-20T10:34:10.604849
2615,My Science Project (1985),1985.0,33.0,False,2,Adventure,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,2.875,2.5,1.181453906563152,0.5981831246150687,4.5,1.625,0,,89652,18252.0,20260720103410,2026-07-20T10:34:10.604849
2616,Dick Tracy (1990),1990.0,28.0,False,2,Action,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2.8846153846153846,3.0,1.061203960675725,0.8980188872921372,3.75,0.8653846153846154,1,comic book,99422,8592.0,20260720103410,2026-07-20T10:34:10.604849
2617,"Mummy, The (1999)",1999.0,19.0,False,6,Action,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,87,3.1206896551724137,3.0,1.1436516312798009,0.9815746253336071,3.1904761904761907,0.06978653530377699,0,,120616,564.0,20260720103410,2026-07-20T10:34:10.604849
2618,"Castle, The (1997)",1997.0,21.0,False,1,Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3.4,3.5,0.41833001326703784,0.6449907616505851,3.0,-0.3999999999999999,0,,118826,13852.0,20260720103410,2026-07-20T10:34:10.604849
2620,This Is My Father (1998),1998.0,20.0,False,2,Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,3.0,3.0,0.0,0.1787620611784028,3.0,0.0,0,,120865,25232.0,20260720103410,2026-07-20T10:34:10.604849
2622,William Shakespeare's A Midsummer Night's Dream (1999),1999.0,19.0,False,2,Comedy,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,3.1363636363636362,3.0,0.7103136311133658,0.7902381441182509,2.5,-0.6363636363636362,0,,140379,10210.0,20260720103410,2026-07-20T10:34:10.604849
2623,Trippin' (1999),1999.0,19.0,False,1,Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1.0,0.0,0.1787620611784028,1.0,0.0,0,,160298,53862.0,20260720103410,2026-07-20T10:34:10.604849
2624,After Life (Wandafuru raifu) (1998),1998.0,20.0,False,2,Drama,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,4.25,4.25,1.0606601717798212,0.42224389242455346,4.25,0.0,0,,165078,17962.0,20260720103410,2026-07-20T10:34:10.604849
2625,Black Mask (Hak hap) (1996),1996.0,22.0,False,5,Action,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2.5,2.5,1.4142135623730951,0.42224389242455346,2.5,0.0,0,,115693,9460.0,20260720103410,2026-07-20T10:34:10.604849
2628,Star Wars: Episode I - The Phantom Menace (1999),1999.0,19.0,False,3,Action,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140,3.107142857142857,3.0,1.1217049495448899,0.9942003695339766,3.085714285714286,-0.021428571428571352,2,prequel,120915,1893.0,20260720103410,2026-07-20T10:34:10.604849
2629,"Love Letter, The (1999)",1999.0,19.0,False,2,Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2.5,2.5,0.7071067811865476,0.42224389242455346,2.5,0.0,0,,166252,31342.0,20260720103410,2026-07-20T10:34:10.604849
2630,Besieged (a.k.a. L' Assedio) (1998),1998.0,20.0,False,1,Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3.5,3.5,0.7071067811865476,0.42224389242455346,3.5,0.0,0,,149723,44297.0,20260720103410,2026-07-20T10:34:10.604849
2632,"Saragossa Manuscript, The (Rekopis znaleziony w Saragossie) (1965)",1965.0,53.0,False,3,Adventure,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4.0,4.0,0.0,0.1787620611784028,4.0,0.0,0,,59643,8785.0,20260720103410,2026-07-20T10:34:10.604849
2633,"Mummy, The (1932)",1932.0,86.0,False,2,Horror,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,3.3333333333333335,4.0,1.1547005383792515,0.5299219872716074,3.3333333333333335,0.0,0,,23245,15849.0,20260720103410,2026-07-20T10:34:10.604849
2634,"Mummy, The (1959)",1959.0,59.0,False,1,Horror,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3.3333333333333335,3.0,0.5773502691896258,0.5299219872716074,3.3333333333333335,0.0,0,,53085,18990.0,20260720103410,2026-07-20T10:34:10.604849
2639,Mommie Dearest (1981),1981.0,37.0,False,1,Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,3.125,3.0,0.6291528696058958,0.5981831246150687,2.5,-0.625,0,,82766,15660.0,20260720103410,2026-07-20T10:34:10.604849
2640,Superman (1978),1978.0,40.0,False,3,Action,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,61,3.6065573770491803,4.0,0.8221656062819738,0.9669472387600082,3.7,0.09344262295081984,1,superhero,78346,1924.0,20260720103410,2026-07-20T10:34:10.604849
2641,Superman II (1980),1980.0,38.0,False,2,Action,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,49,3.020408163265306,3.0,0.8895175639629829,0.9533463354547321,3.3333333333333335,0.31292517006802756,1,superhero,81573,8536.0,20260720103410,2026-07-20T10:34:10.604849
2642,Superman III (1983),1983.0,35.0,False,3,Action,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,22,2.25,2.0,0.8830412814596522,0.8814925066721413,2.6,0.3500000000000001,1,superhero,86393,9531.0,20260720103410,2026-07-20T10:34:10.604849
2643,Superman IV: The Quest for Peace (1987),1987.0,31.0,False,3,Action,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,1.6875,2.0,0.6291528696058959,0.8424861424758776,1.875,0.1875,0,,94074,11411.0,20260720103410,2026-07-20T10:34:10.604849
2644,Dracula (1931),1931.0,87.0,False,1,Horror,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,3.3333333333333335,3.5,0.5590169943749475,0.7583145144734141,2.5,-0.8333333333333335,0,,21814,138.0,20260720103410,2026-07-20T10:34:10.604849
2648,Frankenstein (1931),1931.0,87.0,False,3,Drama,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,11,3.909090909090909,4.0,0.9438798074485389,0.7902381441182509,4.75,0.8409090909090908,1,In Netflix queue,21884,3035.0,20260720103410,2026-07-20T10:34:10.604849
2651,Frankenstein Meets the Wolf Man (1943),1943.0,75.0,False,1,Horror,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1.0,1.0,0.0,0.1787620611784028,1.0,0.0,0,,35899,3076.0,20260720103410,2026-07-20T10:34:10.604849
2652,"Curse of Frankenstein, The (1957)",1957.0,61.0,False,1,Horror,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3.0,3.0,0.0,0.1787620611784028,3.0,0.0,0,,50280,3079.0,20260720103410,2026-07-20T10:34:10.604849
2654,"Wolf Man, The (1941)",1941.0,77.0,False,3,Drama,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,5,3.6,3.5,1.1937336386313322,0.6449907616505851,4.5,0.8999999999999999,0,,34398,13666.0,20260720103410,2026-07-20T10:34:10.604849
2655,Howling II: Your Sister Is a Werewolf (1985),1985.0,33.0,False,1,Horror,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2.0,2.0,0.0,0.1787620611784028,2.0,0.0,0,,89308,29794.0,20260720103410,2026-07-20T10:34:10.604849
2656,Tarantula (1955),1955.0,63.0,False,2,Horror,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,3.0,3.0,0.0,0.1787620611784028,3.0,0.0,0,,48696,9077.0,20260720103410,2026-07-20T10:34:10.604849
2657,"Rocky Horror Picture Show, The (1975)",1975.0,43.0,False,4,Comedy,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,63,3.3412698412698414,3.0,1.1137896541776637,0.9688462328064052,3.4,0.05873015873015852,0,,73629,36685.0,20260720103410,2026-07-20T10:34:10.604849
2659,It Came from Hollywood (1982),1982.0,36.0,False,2,Comedy,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0,2.0,0.0,0.1787620611784028,2.0,0.0,0,,84156,30168.0,20260720103410,2026-07-20T10:34:10.604849
2660,"Thing from Another World, The (1951)",1951.0,67.0,False,2,Horror,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4,3.5,3.5,0.408248290463863,0.5981831246150687,3.5,0.0,1,aliens,44121,10785.0,20260720103410,2026-07-20T10:34:10.604849
2661,It Came from Outer Space (1953),1953.0,65.0,False,1,Sci-Fi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3.0,3.0,0.0,0.1787620611784028,3.0,0.0,0,,45920,19483.0,20260720103410,2026-07-20T10:34:10.604849
2662,"War of the Worlds, The (1953)",1953.0,65.0,False,3,Action,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,12,3.1666666666666665,3.0,0.8616404368553291,0.8041983165674399,3.0,-0.16666666666666652,1,classic,46534,8974.0,20260720103410,2026-07-20T10:34:10.604849
2664,Invasion of the Body Snatchers (1956),1956.0,62.0,False,3,Horror,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,13,3.769230769230769,4.0,0.6956826568014751,0.8156436050092384,3.8333333333333335,0.06410256410256432,1,1950s,49366,11549.0,20260720103410,2026-07-20T10:34:10.604849
2665,Earth vs. the Flying Saucers (1956),1956.0,62.0,False,1,Sci-Fi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1.0,1.0,0.0,0.1787620611784028,1.0,0.0,0,,49169,18158.0,20260720103410,2026-07-20T10:34:10.604849
2668,Swamp Thing (1982),1982.0,36.0,False,2,Horror,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,8,2.9375,3.0,0.7288689868556626,0.7376822007801273,3.0,0.0625,0,,84745,17918.0,20260720103410,2026-07-20T10:34:10.604849
2669,Pork Chop Hill (1959),1959.0,59.0,False,1,War,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3.5,3.5,0.7071067811865476,0.42224389242455346,3.5,0.0,0,,53183,37305.0,20260720103410,2026-07-20T10:34:10.604849
